Price,Area,Location,No. of Bedrooms,Bathrooms,City
7500000.0,1293.0,Rajiv Gandhi Nagar,2,2.0,Bengaluru
5000000.0,1380.0,R.T. Nagar,3,2.0,Bengaluru
8000000.0,1599.0,Yelahanka New Town,3,3.0,Bengaluru
4110000.0,967.0,Nehru Nagar,2,2.0,Bengaluru
9000000.0,1885.0,Silver Springs Layout,3,3.0,Bengaluru
6550000.0,860.0,1st Block Koramangala,2,2.0,Bengaluru
1950000.0,1075.0,Yelahanka,1,1.0,Bengaluru
6350000.0,1050.0,Sarjapur  Road,2,2.0,Bengaluru
8800000.0,1595.0,Marathahalli,3,3.0,Bengaluru
10200000.0,1350.0,Sarjapur  Road,2,2.0,Bengaluru
4500000.0,1204.0,Hebbal,2,2.0,Bengaluru
24000000.0,2990.0,Sarjapur  Road,4,4.0,Bengaluru
4900000.0,1035.0,Sarjapur  Road,2,2.0,Bengaluru
2995000.0,1000.0,ITPL,2,2.0,Bengaluru
8500000.0,1457.0,Sarjapur  Road,3,3.0,Bengaluru
6600000.0,1100.0,Bannerghatta,2,2.0,Bengaluru
12000000.0,1655.0,Whitefield,3,3.0,Bengaluru
11500000.0,1691.2,Kanakpura Road,3,3.0,Bengaluru
4610000.0,1215.0,Ramagondanahalli,2,2.0,Bengaluru
12900000.0,1639.0,Hoodi,3,3.0,Bengaluru
13500000.0,1685.0,Sarjapur  Road,3,3.0,Bengaluru
18000000.0,1008.0,Kaveri Nagar,4,4.0,Bengaluru
3800000.0,1100.0,Hormavu,2,2.0,Bengaluru
12500000.0,2122.0,Marathahalli,3,3.0,Bengaluru
4700000.0,1050.0,Vasanthapura,2,2.0,Bengaluru
4500000.0,1230.0,Kengeri,2,2.0,Bengaluru
6000000.0,1240.0,5th Phase JP Nagar,3,3.0,Bengaluru
6500000.0,1252.0,Electronic City Phase II,3,2.0,Bengaluru
8800000.0,1374.0,Canara Bank Colony,3,2.0,Bengaluru
3000000.0,500.0,8th Phase JP Nagar,1,1.0,Bengaluru
4500000.0,1040.0,Banashankari,2,2.0,Bengaluru
6800000.0,1350.0,Sarjapur  Road,2,2.0,Bengaluru
13500000.0,2400.0,Hennur,3,3.0,Bengaluru
9000000.0,1560.0,Haralur Road,3,3.0,Bengaluru
4316000.0,1151.0,Anandapura,2,2.0,Bengaluru
4759000.0,1360.0,Uttarahalli,3,2.0,Bengaluru
6000000.0,1250.0,Crimson Layout,2,2.0,Bengaluru
2997000.0,1110.0,Chandapura,3,2.0,Bengaluru
5000000.0,1015.0,Hennur Road,2,2.0,Bengaluru
7800000.0,1351.0,Kadugodi,3,2.0,Bengaluru
5000000.0,960.0,Yelahanka New Town,2,2.0,Bengaluru
5200000.0,1110.0,Virat Nagar,2,2.0,Bengaluru
7200000.0,1680.0,R.T. Nagar,3,3.0,Bengaluru
18000000.0,2400.0,Arekere,3,3.0,Bengaluru
4860000.0,1350.0,Ramamurthy Nagar Extension,3,3.0,Bengaluru
4700000.0,1254.0,Horamavu Banaswadi,2,2.0,Bengaluru
11500000.0,1255.0,Haralur Road,3,3.0,Bengaluru
6100000.0,1051.0,CV Raman Nagar,2,2.0,Bengaluru
20500000.0,1200.0,"2nd phase jp nagar, jp nagar",3,3.0,Bengaluru
6500000.0,1099.0,Uttarahalli,2,2.0,Bengaluru
19900000.0,2650.0,Hebbal,3,4.0,Bengaluru
16000000.0,2000.0,Mathikere Extension,2,2.0,Bengaluru
13000000.0,1541.0,Yeshwanthpur,2,2.0,Bengaluru
4500000.0,1125.0,Whitefield,2,2.0,Bengaluru
8500000.0,1650.0,Vittasandra,3,3.0,Bengaluru
6200000.0,834.0,Ashwini layout,1,1.0,Bengaluru
6000000.0,1320.0,Gollarapalya Hosahalli,3,3.0,Bengaluru
14900000.0,1200.0,Malleshpalya,3,3.0,Bengaluru
7400000.0,1500.0,Mysore Road,3,3.0,Bengaluru
5200000.0,600.0,Moodalapalya,1,1.0,Bengaluru
7000000.0,1180.0,Whitefield,2,2.0,Bengaluru
5000000.0,1010.0,Kadugodi,2,2.0,Bengaluru
3800000.0,1070.0,Channasandra,2,2.0,Bengaluru
10500000.0,1580.0,Choodasandra,3,3.0,Bengaluru
16500000.0,2000.0,Green Glen Layout,3,3.0,Bengaluru
7600000.0,1200.0,Sanjay nagar,3,2.0,Bengaluru
4500000.0,1040.0,Kalena Agrahara,2,2.0,Bengaluru
9000000.0,1430.0,Hulimavu,3,2.0,Bengaluru
7000000.0,650.0,Domlur,1,1.0,Bengaluru
10500000.0,1564.0,Thanisandra,3,3.0,Bengaluru
5200000.0,800.0,Manonarayanapalya,2,2.0,Bengaluru
5800000.0,750.0,Hormavu,2,2.0,Bengaluru
6000000.0,1200.0,Kasavanhalli,2,2.0,Bengaluru
4440000.0,1200.0,Begur Road,2,2.0,Bengaluru
13500000.0,2000.0,Cholanayakanahalli,4,4.0,Bengaluru
10500000.0,1650.0,Yelahanka,3,3.0,Bengaluru
14800000.0,1235.0,1st Block Jayanagar,2,2.0,Bengaluru
5500000.0,1200.0,Yelahanka,2,2.0,Bengaluru
10000000.0,900.0,M V Extenstion,6,5.0,Bengaluru
4200000.0,985.0,Kengeri Satellite Town,2,2.0,Bengaluru
6300000.0,1475.0,Ramagondanahalli,3,2.0,Bengaluru
5399000.0,1157.0,Sarjapur  Road,3,2.0,Bengaluru
3500000.0,900.0,Canara Bank Colony,2,2.0,Bengaluru
12000000.0,2500.0,Gottigere,3,3.0,Bengaluru
6000000.0,1030.0,GM Palaya,2,2.0,Bengaluru
4600000.0,1000.0,Kamdhenu Nagar,2,2.0,Bengaluru
17500000.0,1950.0,Brookefield,6,6.0,Bengaluru
6594000.0,1570.0,Kudlu,3,2.0,Bengaluru
6800000.0,1283.0,Kanakapura,2,2.0,Bengaluru
4000000.0,875.0,Electronic City Phase II,3,2.0,Bengaluru
5200000.0,1200.0,Vinayaka Nagar,2,2.0,Bengaluru
18000000.0,2400.0,Konanakunte,2,2.0,Bengaluru
19600000.0,3630.0,Old Madras Road,4,6.0,Bengaluru
3762000.0,990.0,Yelahanka,2,2.0,Bengaluru
9000000.0,1280.0,Brindavan Nagar,2,2.0,Bengaluru
5500000.0,1190.0,Reliaable Tranquil Layout,2,2.0,Bengaluru
6000000.0,1100.0,Yelachenahalli,2,2.0,Bengaluru
17500000.0,2075.0,RMV,3,3.0,Bengaluru
5500000.0,1133.0,Harlur,2,2.0,Bengaluru
14000000.0,2400.0,Somasundara Palya,4,3.0,Bengaluru
6900000.0,1280.0,Whitefield,2,2.0,Bengaluru
6500000.0,1250.0,Horamavu Agara,3,3.0,Bengaluru
4930000.0,1565.0,Begur Road,3,2.0,Bengaluru
6500000.0,1900.0,Pattanagere,3,3.0,Bengaluru
4500000.0,1080.0,Munnekollal,2,2.0,Bengaluru
4700000.0,600.0,Battarahalli,1,1.0,Bengaluru
18000000.0,1240.0,Himagiri Meadows,4,4.0,Bengaluru
8700000.0,1335.0,HRBR Layout,3,2.0,Bengaluru
5500000.0,1385.0,Sarjapur  Road,3,3.0,Bengaluru
7390000.000000001,1578.0,Govindpura,3,3.0,Bengaluru
7990000.000000001,1700.0,Sarjapur  Road,3,3.0,Bengaluru
9000000.0,1050.0,Ganganahalli,4,4.0,Bengaluru
7000000.0,1120.0,Vidyaranyapura,2,2.0,Bengaluru
2200000.0,435.0,Electronic City,1,1.0,Bengaluru
5189000.0,1116.0,Magadi Road,2,2.0,Bengaluru
9500000.0,1480.0,Old Madras Road,3,3.0,Bengaluru
5000000.0,1000.0,Hormavu,2,2.0,Bengaluru
4600000.0,1145.0,HSR Layout,2,2.0,Bengaluru
3200000.0,800.0,Bommasandra,2,1.0,Bengaluru
8300000.0,1265.0,Thanisandra,2,2.0,Bengaluru
7000000.0,1475.0,Narayanappa Garden,2,2.0,Bengaluru
5500000.0,1265.0,BTM 2nd Stage,2,2.0,Bengaluru
21000000.0,2180.0,1st Phase JP Nagar,3,3.0,Bengaluru
5000000.0,1080.0,Brookefield,2,2.0,Bengaluru
13000000.0,2023.0,Whitefield,3,4.0,Bengaluru
12500000.0,2400.0,Hanumantha Nagar,2,2.0,Bengaluru
6600000.0,1545.0,Kadubeesanahalli,3,2.0,Bengaluru
16600000.0,1804.0,Kalena Agrahara,3,3.0,Bengaluru
20000000.0,1200.0,3rd Block Hrbr Layout,2,2.0,Bengaluru
5800000.0,1350.0,6th Phase JP Nagar,3,2.0,Bengaluru
7423000.0,1108.0,Hoodi,2,2.0,Bengaluru
11500000.0,1730.0,Marathahalli,3,3.0,Bengaluru
7000000.0,1427.0,RWF West Colony,3,2.0,Bengaluru
3553000.0,935.0,Yelahanka,2,2.0,Bengaluru
3177000.0,1073.0,Sarjapura - Attibele Road,2,2.0,Bengaluru
3700000.0,960.0,Ananth Nagar,2,2.0,Bengaluru
15000000.0,2215.0,Thigalarapalya,3,4.0,Bengaluru
3249000.0,1125.0,Electronic City Phase II,2,2.0,Bengaluru
5500000.0,1230.0,Brookefield,2,2.0,Bengaluru
8900000.0,1438.0,Mahadevpura,2,2.0,Bengaluru
7500000.0,1080.0,7th Phase JP Nagar,2,2.0,Bengaluru
12500000.0,1200.0,Hebbal Kempapura,3,3.0,Bengaluru
10300000.0,1200.0,Marathahalli,1,1.0,Bengaluru
5800000.0,1590.0,Uttarahalli,3,3.0,Bengaluru
6800000.0,1350.0,Seetharampalya,3,3.0,Bengaluru
4800000.0,1400.0,Raja Rajeshwari Nagar,3,2.0,Bengaluru
7200000.0,1560.0,Kaggadasapura,3,2.0,Bengaluru
5700000.0,1810.0,Mallasandra,4,3.0,Bengaluru
16000000.0,2274.24,Kanaka Nagar,3,4.0,Bengaluru
7418000.000000001,1484.0,Sonnenahalli,3,3.0,Bengaluru
22000000.0,1650.0,Indira Nagar,3,3.0,Bengaluru
5500000.0,1455.0,Stage-4 Bommanahalli,3,2.0,Bengaluru
18400000.0,2280.0,Thanisandra,3,4.0,Bengaluru
22000000.0,2079.0,Frazer Town,3,3.0,Bengaluru
7400000.0,1351.0,Bharathi Nagar,2,2.0,Bengaluru
4281000.0,1223.0,Kanakpura Road,3,2.0,Bengaluru
6100000.0,1430.0,KR Puram,3,2.0,Bengaluru
17500000.0,1120.0,Giri Nagar,4,4.0,Bengaluru
5500000.0,984.0,Sarjapur  Road,2,2.0,Bengaluru
10000000.0,1770.0,Jalahalli,3,3.0,Bengaluru
10500000.0,900.0,Immadihalli,3,3.0,Bengaluru
12000000.0,1350.0,Ramamurthy Nagar,5,5.0,Bengaluru
6000000.0,1140.0,Margondanahalli,2,2.0,Bengaluru
3400000.0,1170.0,Bommanahalli,2,2.0,Bengaluru
8000000.0,1570.0,Kempapura,3,3.0,Bengaluru
6500000.0,1495.0,Nagappa Reddy Layout,3,2.0,Bengaluru
6700000.0,1530.0,Hoodi,3,2.0,Bengaluru
14000000.0,900.0,Rajaji Nagar,4,4.0,Bengaluru
7000000.0,1800.0,Gunjur,3,3.0,Bengaluru
4800000.0,1088.0,Bellandur,2,2.0,Bengaluru
9818000.0,1533.0,Hosa Road,3,3.0,Bengaluru
6800000.0,1100.0,Rachenahalli,2,2.0,Bengaluru
9000000.0,1540.0,Thubarahalli,3,3.0,Bengaluru
4800000.0,1244.0,Hebbal,2,3.0,Bengaluru
6859000.0,1040.0,Hosa Road,2,2.0,Bengaluru
10100000.0,1034.0,Ex-Servicemen Colony Dinnur Main Road R.T.Nagar,6,6.0,Bengaluru
3969000.0,1260.0,Begur Road,2,2.0,Bengaluru
10000000.0,1245.0,Thigalarapalya,2,2.0,Bengaluru
7500000.0,1350.0,Dollars Colony,3,3.0,Bengaluru
1000000.0,470.0,Alur,1,2.0,Bengaluru
6000000.0,920.0,Vijayanagar,2,2.0,Bengaluru
3035000.0,1124.0,Sarjapur,2,2.0,Bengaluru
10900000.0,2095.0,Yelahanka New Town,4,3.0,Bengaluru
7142000.0,1100.0,Begur Road,2,2.0,Bengaluru
5800000.0,1019.0,Vijayanagar,2,2.0,Bengaluru
12800000.0,1756.0,Harlur,3,3.0,Bengaluru
5000000.0,1280.0,Bommasandra,3,3.0,Bengaluru
12500000.0,1200.0,Kenchenahalli,3,3.0,Bengaluru
15000000.0,1700.0,Indira Nagar,3,3.0,Bengaluru
11800000.0,2134.0,Whitefield,3,4.0,Bengaluru
9800000.0,1369.1,Hosa Road,2,2.0,Bengaluru
6900000.0,600.0,Subramanyapura,3,3.0,Bengaluru
15000000.0,1313.0,Hennur Bande,4,4.0,Bengaluru
15500000.0,2515.0,Carmelaram,3,4.0,Bengaluru
15400000.0,2215.0,Thigalarapalya,3,4.0,Bengaluru
7200000.0,1440.0,Basapura,3,3.0,Bengaluru
5533000.0,1186.0,Hennur Road,3,2.0,Bengaluru
14000000.0,1800.0,Hebbal,3,3.0,Bengaluru
7900000.0,1600.0,Kudlu,3,3.0,Bengaluru
3500000.0,1000.0,GM Palaya,2,2.0,Bengaluru
15000000.0,1740.0,Binny Pete,3,3.0,Bengaluru
9000000.0,900.0,Malleshwaram,2,2.0,Bengaluru
14000000.0,1567.0,Benson Town,2,3.0,Bengaluru
4550000.0,1082.0,Kambipura,3,2.0,Bengaluru
8000000.0,1050.0,Nagarbhavi,2,2.0,Bengaluru
5600000.0,1200.0,Atmananda Colony,2,2.0,Bengaluru
18500000.0,3500.0,Begur,4,4.0,Bengaluru
5200000.0,1220.0,Dasarahalli,2,2.0,Bengaluru
16400000.0,1970.0,Binny Pete,3,3.0,Bengaluru
12000000.0,2130.0,Kanakapura,4,4.0,Bengaluru
12000000.0,1749.0,Harlur,3,3.0,Bengaluru
10800000.0,1260.0,Subramanyapura,2,2.0,Bengaluru
12000000.0,1170.0,6th Phase JP Nagar,2,2.0,Bengaluru
7500000.0,1670.0,Ankappa Layout,3,3.0,Bengaluru
16800000.0,2264.0,Hennur Road,3,3.0,Bengaluru
5500000.0,1100.0,Begur,2,2.0,Bengaluru
1990000.0,674.0,Chandapura,2,1.0,Bengaluru
16000000.0,1320.0,Koramangala,2,2.0,Bengaluru
8500000.0,600.0,Vishveshwarya Layout,4,4.0,Bengaluru
6500000.0,1125.0,Electronics City Phase 1,2,2.0,Bengaluru
4450000.0,1125.0,Nagavara,2,2.0,Bengaluru
2900000.0,700.0,Baba Nagar,2,2.0,Bengaluru
7500000.0,1300.0,BTM Layout,3,2.0,Bengaluru
8300000.0,1600.0,JP Nagar,3,3.0,Bengaluru
6000000.0,1052.0,Magadi Road,3,2.0,Bengaluru
14500000.0,1140.0,Neelasandra,4,3.0,Bengaluru
3600000.0,1130.0, Devarachikkanahalli,2,2.0,Bengaluru
22500000.0,1140.0,Yediyur,3,3.0,Bengaluru
22000000.0,2200.0,BTM 2nd Stage,3,3.0,Bengaluru
6300000.0,1500.0,Electronic City,3,2.0,Bengaluru
5200000.0,1230.0,Gottigere,3,2.0,Bengaluru
8500000.0,1520.0,Haralur Road,3,2.0,Bengaluru
2625000.0,525.0,Kanakpura Road,1,1.0,Bengaluru
6100000.0,1040.0,Hosa Road,2,2.0,Bengaluru
6700000.0,1300.0,Upadhyaya Layout,3,2.0,Bengaluru
20100000.0,2690.0,Old Airport Road,4,4.0,Bengaluru
7000000.0,780.0,Domlur,1,1.0,Bengaluru
5120000.0,1140.0,Panathur,2,2.0,Bengaluru
3308000.0,1225.0,Chandapura,3,3.0,Bengaluru
2584000.0,646.0,Nagavarapalya,1,1.0,Bengaluru
15000000.0,1600.0,Cox Town,3,3.0,Bengaluru
12500000.0,1890.0,Kadugodi,3,4.0,Bengaluru
10000000.0,1200.0,Ittamadu,4,4.0,Bengaluru
6200000.0,1458.0,Whitefield,3,2.0,Bengaluru
8600000.0,1200.0,Naganathapura,6,6.0,Bengaluru
16000000.0,1970.0,Green Glen Layout,3,3.0,Bengaluru
8000000.0,1808.0,Whitefield,4,4.0,Bengaluru
6700000.0,1007.0,Balagere,2,2.0,Bengaluru
5000000.0,1105.0,Doddathoguru,2,2.0,Bengaluru
15000000.0,1700.0,Lakshminarayana Pura,3,3.0,Bengaluru
5000000.0,1170.0,Raja Rajeshwari Nagar,2,2.0,Bengaluru
4500000.0,1080.0,Chandapura,2,2.0,Bengaluru
6200000.0,1150.0,Kaggalipura,3,2.0,Bengaluru
5790000.0,1200.0,Ramamurthy Nagar,2,2.0,Bengaluru
7500000.0,1656.0,Kudlu Gate,3,3.0,Bengaluru
8700000.0,600.0,bsk 6th stage 2ad block near sri conversation hall,4,4.0,Bengaluru
5000000.0,1040.0,KR Puram,2,2.0,Bengaluru
3370000.0000000005,1085.0,Hosur Road,2,2.0,Bengaluru
4975000.0,1215.0,Virat Nagar,3,2.0,Bengaluru
11500000.0,2150.0,NRI Layout,4,4.0,Bengaluru
12000000.0,1100.0,Hoodi,4,4.0,Bengaluru
7700000.0,1210.0,Panathur,2,2.0,Bengaluru
5500000.0,1050.0,Kallumantapa,2,2.0,Bengaluru
7000000.0,600.0,"Annapoorneshwari Layout, JP nagar 7th phase",3,3.0,Bengaluru
8000000.0,947.55,Mysore Road,2,2.0,Bengaluru
9000000.0,1421.0,Malleshpalya,2,2.0,Bengaluru
15500000.0,1050.0,Mudalpalaya,4,4.0,Bengaluru
7431000.0,1425.0,Old Madras Road,3,2.0,Bengaluru
5800000.0,1162.0,Budigere,2,2.0,Bengaluru
6000000.0,905.0,Whitefield,1,1.0,Bengaluru
3200000.0,914.0,Sarjapur  Road,2,2.0,Bengaluru
5800000.0,1258.0,elachenahalli,2,2.0,Bengaluru
22000000.0,1100.0,CV Raman Nagar,4,4.0,Bengaluru
7000000.0,1537.0,Whitefield,3,2.0,Bengaluru
5351000.0,1230.0,Chikkalasandra,3,2.0,Bengaluru
20000000.0,2250.0,Malleshwaram,3,3.0,Bengaluru
6900000.0,2000.0,Hosur Road,4,4.0,Bengaluru
3200000.0,950.0,Anjanapura,2,2.0,Bengaluru
20000000.0,4000.0,Marathahalli,4,4.0,Bengaluru
4872000.0,1282.0,Yelahanka,3,2.0,Bengaluru
11100000.0,1304.0,Banashankari Stage III,2,2.0,Bengaluru
20000000.0,2100.0,7th Phase JP Nagar,3,3.0,Bengaluru
4900000.0,1220.0,Jakkur,3,2.0,Bengaluru
6500000.0,1415.0,7th Phase JP Nagar,3,3.0,Bengaluru
12500000.0,1728.0,Green Glen Layout,3,3.0,Bengaluru
14000000.0,1235.0,Venkatapura,2,2.0,Bengaluru
8300000.0,1495.0,Kasavanhalli,2,2.0,Bengaluru
17500000.0,1500.0,Hennur Road,5,5.0,Bengaluru
13800000.0,2501.0,Yeshwanthpur,3,3.0,Bengaluru
2800000.0,381.0,Kanakpura Road,1,1.0,Bengaluru
12000000.0,2002.0,Hennur Road,3,3.0,Bengaluru
7000000.0,1200.0,Banjara Layout,2,2.0,Bengaluru
23500000.0,1500.0,Sarjapur  Road,3,3.0,Bengaluru
9000000.0,1942.0,Bommasandra,3,3.0,Bengaluru
9500000.0,660.0,Thyagaraja Nagar,1,1.0,Bengaluru
17000000.0,1200.0,Banashankari Stage III,6,6.0,Bengaluru
9000000.0,1450.0,Basavanna Nagar,3,3.0,Bengaluru
5000000.0,1039.0,Electronic City,2,2.0,Bengaluru
8000000.0,1210.0,Old Madras Road,2,2.0,Bengaluru
2488000.0,995.0,Attibele,2,1.0,Bengaluru
9000000.0,1620.0,Yelahanka,3,3.0,Bengaluru
5500000.0,1314.0,Marathahalli,2,2.0,Bengaluru
3300000.0,945.0,Bisuvanahalli,2,2.0,Bengaluru
7200000.0,1374.0,Nehru Nagar,3,3.0,Bengaluru
11300000.0,1603.0,Kanakpura Road,3,3.0,Bengaluru
5200000.0,1230.0,Kengeri,3,2.0,Bengaluru
5000000.0,670.0, Basavangudi,1,1.0,Bengaluru
10500000.0,1864.0,Sarjapur  Road,4,3.0,Bengaluru
10000000.0,2500.0,Hosa Road,3,3.0,Bengaluru
5400000.0,1625.0,Raja Rajeshwari Nagar,3,2.0,Bengaluru
5500000.0,1186.0,Whitefield,2,2.0,Bengaluru
3990000.0,770.0,Electronic City,2,1.0,Bengaluru
4500000.0,1085.0,Varthur,2,2.0,Bengaluru
11500000.0,1893.0,Dodsworth Layout,3,3.0,Bengaluru
7800000.0,1496.0,Kundalahalli,3,2.0,Bengaluru
8200000.0,1550.0,Electronics City Phase 1,3,2.0,Bengaluru
5817000.0,1200.0,Marathahalli,3,2.0,Bengaluru
6900000.0,1286.0,Electronic City Phase II,2,2.0,Bengaluru
10000000.0,600.0,"Banashankari 6th stage , 2nd block",4,4.0,Bengaluru
9500000.0,1860.0,Hebbal,3,3.0,Bengaluru
4500000.0,1243.0,Haralur Road,2,2.0,Bengaluru
7500000.0,1200.0,Brookefield,2,2.0,Bengaluru
3200000.0,1044.0,Sarjapur,2,2.0,Bengaluru
4159000.000000001,1040.0,7th Phase JP Nagar,2,2.0,Bengaluru
3694000.0,1125.0,8th Phase JP Nagar,2,2.0,Bengaluru
5900000.0,1278.0,Subramanyapura,3,2.0,Bengaluru
9800000.0,2400.0,Chelekare,6,6.0,Bengaluru
4300000.0,1250.0,Belatur,2,2.0,Bengaluru
12500000.0,2400.0,Vijayanagar,6,6.0,Bengaluru
7500000.0,1210.0,Lakshminarayana Pura,2,2.0,Bengaluru
11000000.0,1200.0,8th Phase JP Nagar,4,3.0,Bengaluru
5784000.0,1157.0,Sarjapur  Road,3,2.0,Bengaluru
5115000.0,1185.0,Raja Rajeshwari Nagar,2,2.0,Bengaluru
10000000.0,1450.0,Kalena Agrahara,3,3.0,Bengaluru
12100000.0,1859.0,Old Madras Road,3,3.0,Bengaluru
2500000.0,900.0,Attibele,2,1.0,Bengaluru
6000000.0,1305.0,Ramamurthy Nagar,3,3.0,Bengaluru
10000000.0,1200.0,Srirampuram,3,2.0,Bengaluru
3680000.0,1150.0,Sarjapur  Road,2,2.0,Bengaluru
8500000.0,1806.0,Whitefield,3,3.0,Bengaluru
4200000.0,1027.0,Kudlu,2,2.0,Bengaluru
4008000.0,1002.0,Uttarahalli,2,2.0,Bengaluru
3621000.0,1220.0,Electronic City Phase II,3,2.0,Bengaluru
3522000.0,1109.0,Whitefield,2,2.0,Bengaluru
6959999.999999999,1232.0,Hennur Road,2,2.0,Bengaluru
6500000.0,1250.0,Kalyan nagar,2,2.0,Bengaluru
17000000.0,900.0,2nd Phase JP Nagar,6,6.0,Bengaluru
8000000.0,960.0,KR Puram,4,4.0,Bengaluru
5387000.0,1255.0,Raja Rajeshwari Nagar,2,2.0,Bengaluru
8400000.0,1434.0,Akshaya Nagar,3,3.0,Bengaluru
3000000.0,925.0,Doddathoguru,2,2.0,Bengaluru
12300000.0,1858.0,Jakkur,3,3.0,Bengaluru
7000000.0,1205.0,Jakkuru Layout,2,2.0,Bengaluru
9000000.0,1500.0,Nelamangala,3,3.0,Bengaluru
20000000.0,1200.0,Nagawara Junction,3,3.0,Bengaluru
5600000.0,965.0,Thanisandra,2,2.0,Bengaluru
9000000.0,1200.0,Hoysalanagar,4,4.0,Bengaluru
8289000.0,1636.0,Battarahalli,2,2.0,Bengaluru
6700000.0,1216.0,Whitefield,2,2.0,Bengaluru
3625000.0,654.0,Yelahanka,1,1.0,Bengaluru
4100000.0,1190.0,Abbaiah Reddy Layout,2,2.0,Bengaluru
18000000.0,1200.0,Tavarekere,5,5.0,Bengaluru
9200000.0,1636.0,Budigere,3,3.0,Bengaluru
7300000.0,1195.0,Hennur Road,2,2.0,Bengaluru
6700000.0,1250.0,1st Block HRBR Layout,2,2.0,Bengaluru
9000000.0,1452.0,Whitefield,3,3.0,Bengaluru
9500000.0,1546.0,Thanisandra,3,3.0,Bengaluru
8000000.0,2260.0,Naganathapura,3,3.0,Bengaluru
9000000.0,2700.0,Tavarekere,3,3.0,Bengaluru
17100000.0,1475.0,Indira Nagar,2,2.0,Bengaluru
15000000.0,3000.0,JP Nagar,4,3.0,Bengaluru
2600000.0,375.0,KG Halli,1,1.0,Bengaluru
6600000.0,1007.0,Balagere,2,2.0,Bengaluru
4700000.0,1020.0,Hennur Road,2,2.0,Bengaluru
15000000.0,1000.0,Lavelle Road,2,2.0,Bengaluru
5950000.0,800.0,Varanasi,3,3.0,Bengaluru
9500000.0,1200.0,Geddalahalli,3,3.0,Bengaluru
5500000.0,1125.0,Marathahalli,2,2.0,Bengaluru
4300000.0,909.0,Kada Agrahara,3,2.0,Bengaluru
24000000.0,2850.0,Whitefield,5,5.0,Bengaluru
8500000.0,1400.0,Dodsworth Layout,2,2.0,Bengaluru
6100000.0,1152.0,Kadugodi,2,2.0,Bengaluru
3449000.0,958.0,Subramanyapura,2,2.0,Bengaluru
17300000.0,2990.0,Old Madras Road,3,5.0,Bengaluru
8500000.0,1310.0,Bellandur,2,2.0,Bengaluru
12600000.0,1590.0,Hosur Road,3,2.0,Bengaluru
11000000.0,1645.0,Green Glen Layout,3,3.0,Bengaluru
10000000.0,1800.0,Veerabhadra Nagar,2,2.0,Bengaluru
15000000.0,1795.0,Thanisandra,3,3.0,Bengaluru
7000000.0,925.0,Kalkere,2,2.0,Bengaluru
12000000.0,1542.14,Basavangudi,3,3.0,Bengaluru
5400000.0,1430.0,Thanisandra,3,2.0,Bengaluru
5500000.0,1020.0,Bommanahalli,2,2.0,Bengaluru
4200000.0,750.0,Ramamurthy Nagar Extension,2,2.0,Bengaluru
3292000.0,1140.0,Electronic City Phase II,2,2.0,Bengaluru
4500000.0,967.0,Anekal,3,2.0,Bengaluru
20300000.0,2470.0,Hebbal,4,4.0,Bengaluru
3550000.0,850.0,Maruthi Nagar,2,1.0,Bengaluru
3200000.0,1100.0,Vidhyanagar Cross,2,2.0,Bengaluru
11000000.0,1697.0,Thanisandra,3,3.0,Bengaluru
4700000.0,1250.0,Varthur,2,2.0,Bengaluru
5000000.0,1120.0,Gottigere,2,2.0,Bengaluru
9500000.0,1200.0,NRI Layout,4,4.0,Bengaluru
5200000.0,1200.0,Hebbal,2,2.0,Bengaluru
7600000.0,1417.0, Devarachikkanahalli,3,2.0,Bengaluru
8800000.0,1492.0,Thanisandra,3,3.0,Bengaluru
7915000.000000001,1498.0,Devanahalli,3,3.0,Bengaluru
4827000.0,1010.0,Kundalahalli,2,2.0,Bengaluru
3500000.0,1050.0,Channasandra,2,2.0,Bengaluru
12500000.0,1847.0,Hegde Nagar,3,3.0,Bengaluru
5500000.0,1200.0,1st Stage Indira Nagar,2,2.0,Bengaluru
3728000.0,982.0,Bellandur,2,2.0,Bengaluru
14500000.0,2144.6,Hegde Nagar,3,4.0,Bengaluru
3650000.0,750.0,Kengeri,2,2.0,Bengaluru
3500000.0,919.0,Electronic City,2,2.0,Bengaluru
5430000.0,1087.0,Budigere,2,2.0,Bengaluru
7400000.0,1480.0,Sunder Ram Shetty Nagar,3,3.0,Bengaluru
5200000.0,1180.0,Tindlu,2,2.0,Bengaluru
6500000.0,1221.0,Jigani,3,3.0,Bengaluru
12200000.0,2072.0,Thanisandra,3,3.0,Bengaluru
6900000.0,1600.0,Whitefield,3,3.0,Bengaluru
9800000.0,2200.0,Sahakara Nagar,3,3.0,Bengaluru
8150000.0,1253.0,Kaikondrahalli,2,2.0,Bengaluru
5492000.0,1061.0,Hennur Road,2,2.0,Bengaluru
11500000.0,1950.0,Marathahalli,3,3.0,Bengaluru
6800000.0,1250.0,Marathahalli,2,2.0,Bengaluru
8000000.0,1585.0,Hennur Road,3,2.0,Bengaluru
3700000.0,1015.0,Kammasandra,2,2.0,Bengaluru
5680000.0,1125.0,Marathahalli,2,2.0,Bengaluru
4000000.0,1116.0,Electronic City Phase II,2,2.0,Bengaluru
3500000.0,400.0,Kadarenahalli,1,1.0,Bengaluru
10000000.0,1300.0,Old Madras Road,2,2.0,Bengaluru
6042000.0,1419.0,Raja Rajeshwari Nagar,2,2.0,Bengaluru
